Text;Size;Color;Angle;Font;Repeat;URL
MARRIAGES;1;Random;Random;Random;Yes;http://wordart.com/go?word=marriages
MOTHAFUCKAS;1;Random;Random;Random;Yes;http://wordart.com/go?word=mothafuckas
IMITATION;1;Random;Random;Random;Yes;http://wordart.com/go?word=imitation
ABOMINATION;1;Random;Random;Random;Yes;http://wordart.com/go?word=abomination
MATRIX;1;Random;Random;Random;Yes;http://wordart.com/go?word=matrix
BULLETS;1;Random;Random;Random;Yes;http://wordart.com/go?word=bullets
SOW;1;Random;Random;Random;Yes;http://wordart.com/go?word=sow
STACKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=stackin'
FOOTAGE;1;Random;Random;Random;Yes;http://wordart.com/go?word=footage
VILLA;1;Random;Random;Random;Yes;http://wordart.com/go?word=villa
GRAMMY;1;Random;Random;Random;Yes;http://wordart.com/go?word=grammy
DIAMOND;1;Random;Random;Random;Yes;http://wordart.com/go?word=diamond
CEILIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=ceilin'
MARBLE;1;Random;Random;Random;Yes;http://wordart.com/go?word=marble
FLOORS;1;Random;Random;Random;Yes;http://wordart.com/go?word=floors
BEACH;1;Random;Random;Random;Yes;http://wordart.com/go?word=beach
PEEKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=peekin'
GODFATHER;1;Random;Random;Random;Yes;http://wordart.com/go?word=godfather
GOALS;1;Random;Random;Random;Yes;http://wordart.com/go?word=goals
HAMMER;1;Random;Random;Random;Yes;http://wordart.com/go?word=hammer
PAPARAZZI;1;Random;Random;Random;Yes;http://wordart.com/go?word=paparazzi
FREAKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=freakin'
CAMERAS;1;Random;Random;Random;Yes;http://wordart.com/go?word=cameras
BROCK;1;Random;Random;Random;Yes;http://wordart.com/go?word=brock
WEARIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=wearin'
SANDALS;1;Random;Random;Random;Yes;http://wordart.com/go?word=sandals
YOGA;1;Random;Random;Random;Yes;http://wordart.com/go?word=yoga
MONDAY;1;Random;Random;Random;Yes;http://wordart.com/go?word=monday
STRETCHIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=stretchin'
NIRVANA;1;Random;Random;Random;Yes;http://wordart.com/go?word=nirvana
SNAKES;1;Random;Random;Random;Yes;http://wordart.com/go?word=snakes
CURVIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=curvin'
FAKES;1;Random;Random;Random;Yes;http://wordart.com/go?word=fakes
CONVERSATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=conversate
PENETRATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=penetrate
BREAKS;1;Random;Random;Random;Yes;http://wordart.com/go?word=breaks
LEVEL;1;Random;Random;Random;Yes;http://wordart.com/go?word=level
NUMBER;1;Random;Random;Random;Yes;http://wordart.com/go?word=number
SKY;1;Random;Random;Random;Yes;http://wordart.com/go?word=sky
SENTENCE;1;Random;Random;Random;Yes;http://wordart.com/go?word=sentence
KILLINGS;1;Random;Random;Random;Yes;http://wordart.com/go?word=killings
MOTHERFUCKER;1;Random;Random;Random;Yes;http://wordart.com/go?word=motherfucker
WINNERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=winners
BELT;1;Random;Random;Random;Yes;http://wordart.com/go?word=belt
TICKET;1;Random;Random;Random;Yes;http://wordart.com/go?word=ticket
PLATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=plate
SKATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=skate
DESTRUCTION;1;Random;Random;Random;Yes;http://wordart.com/go?word=destruction
ROTATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=rotate
FOUND;1;Random;Random;Random;Yes;http://wordart.com/go?word=found
DARLING;1;Random;Random;Random;Yes;http://wordart.com/go?word=darling
TELLING;1;Random;Random;Random;Yes;http://wordart.com/go?word=telling
REMIND;1;Random;Random;Random;Yes;http://wordart.com/go?word=remind
SWEETHEART;1;Random;Random;Random;Yes;http://wordart.com/go?word=sweetheart
MARIJUANA;1;Random;Random;Random;Yes;http://wordart.com/go?word=marijuana
HOOLIGANS;1;Random;Random;Random;Yes;http://wordart.com/go?word=hooligans
SHADOWS;1;Random;Random;Random;Yes;http://wordart.com/go?word=shadows
FELLOWSHIP;1;Random;Random;Random;Yes;http://wordart.com/go?word=fellowship
STAR;1;Random;Random;Random;Yes;http://wordart.com/go?word=star
FUNNY;1;Random;Random;Random;Yes;http://wordart.com/go?word=funny
COMEDIAN;1;Random;Random;Random;Yes;http://wordart.com/go?word=comedian
BUGGIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=buggin'
INFOMERCIALS;1;Random;Random;Random;Yes;http://wordart.com/go?word=infomercials
INTROVERTED;1;Random;Random;Random;Yes;http://wordart.com/go?word=introverted
GETS;1;Random;Random;Random;Yes;http://wordart.com/go?word=gets
NICKERSON;1;Random;Random;Random;Yes;http://wordart.com/go?word=nickerson
GARDEN;1;Random;Random;Random;Yes;http://wordart.com/go?word=garden
OBJECT;1;Random;Random;Random;Yes;http://wordart.com/go?word=object
DIGEST;1;Random;Random;Random;Yes;http://wordart.com/go?word=digest
DIALECT;1;Random;Random;Random;Yes;http://wordart.com/go?word=dialect
ADAPTATION;1;Random;Random;Random;Yes;http://wordart.com/go?word=adaptation
INEVITABLE;1;Random;Random;Random;Yes;http://wordart.com/go?word=inevitable
VIOLENCE;1;Random;Random;Random;Yes;http://wordart.com/go?word=violence
FEDERAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=federal
POLICIES;1;Random;Random;Random;Yes;http://wordart.com/go?word=policies
RAID;1;Random;Random;Random;Yes;http://wordart.com/go?word=raid
BUILDINGS;1;Random;Random;Random;Yes;http://wordart.com/go?word=buildings
DRUG;1;Random;Random;Random;Yes;http://wordart.com/go?word=drug
PROFESSIONALS;1;Random;Random;Random;Yes;http://wordart.com/go?word=professionals
RESPECTED;1;Random;Random;Random;Yes;http://wordart.com/go?word=respected
CALM;1;Random;Random;Random;Yes;http://wordart.com/go?word=calm
JOKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=jokin'
EASIER;1;Random;Random;Random;Yes;http://wordart.com/go?word=easier
NEEDED;1;Random;Random;Random;Yes;http://wordart.com/go?word=needed
HISTORY;1;Random;Random;Random;Yes;http://wordart.com/go?word=history
PIMPIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=pimpin'
BANGIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=bangin'
MEANT;1;Random;Random;Random;Yes;http://wordart.com/go?word=meant
DANGEROUS;1;Random;Random;Random;Yes;http://wordart.com/go?word=dangerous
CLOCKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=clocked
GRIP;1;Random;Random;Random;Yes;http://wordart.com/go?word=grip
SLANGIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=slangin'
SCRAPIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=scrapin'
JEANS;1;Random;Random;Random;Yes;http://wordart.com/go?word=jeans
PIECES;1;Random;Random;Random;Yes;http://wordart.com/go?word=pieces
SMOKER;1;Random;Random;Random;Yes;http://wordart.com/go?word=smoker
WEEKEND;1;Random;Random;Random;Yes;http://wordart.com/go?word=weekend
DODGED;1;Random;Random;Random;Yes;http://wordart.com/go?word=dodged
POLICEMAN;1;Random;Random;Random;Yes;http://wordart.com/go?word=policeman
WORKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=workin'
SMALL;1;Random;Random;Random;Yes;http://wordart.com/go?word=small
HUSTLER;1;Random;Random;Random;Yes;http://wordart.com/go?word=hustler
GRADUATED;1;Random;Random;Random;Yes;http://wordart.com/go?word=graduated
BRICK;1;Random;Random;Random;Yes;http://wordart.com/go?word=brick
PROJECT;1;Random;Random;Random;Yes;http://wordart.com/go?word=project
HOUSING;1;Random;Random;Random;Yes;http://wordart.com/go?word=housing
MIL;1;Random;Random;Random;Yes;http://wordart.com/go?word=mil
SHOOTERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=shooters
FINGERPRINTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=fingerprints
ASSUMIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=assumin'
TURNED;1;Random;Random;Random;Yes;http://wordart.com/go?word=turned
SHUFFLIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=shufflin'
RANG;1;Random;Random;Random;Yes;http://wordart.com/go?word=rang
TONE;1;Random;Random;Random;Yes;http://wordart.com/go?word=tone
MUSTANG;1;Random;Random;Random;Yes;http://wordart.com/go?word=mustang
THING;1;Random;Random;Random;Yes;http://wordart.com/go?word=thing
CIRCLIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=circlin'
LOTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=lots
SPOTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=spots
HOPPIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=hoppin'
HARRASSIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=harrassin'
CORNER;1;Random;Random;Random;Yes;http://wordart.com/go?word=corner
CROOKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=crooked
COPS;1;Random;Random;Random;Yes;http://wordart.com/go?word=cops
BRUSHED;1;Random;Random;Random;Yes;http://wordart.com/go?word=brushed
WALKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=walked
KENTUCKY;1;Random;Random;Random;Yes;http://wordart.com/go?word=kentucky
FRIED;1;Random;Random;Random;Yes;http://wordart.com/go?word=fried
SKINNED;1;Random;Random;Random;Yes;http://wordart.com/go?word=skinned
TALKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=talked
CURLY;1;Random;Random;Random;Yes;http://wordart.com/go?word=curly
GAP;1;Random;Random;Random;Yes;http://wordart.com/go?word=gap
TEETH;1;Random;Random;Random;Yes;http://wordart.com/go?word=teeth
WORKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=worked
ROBERT;1;Random;Random;Random;Yes;http://wordart.com/go?word=robert
TAYLOR;1;Random;Random;Random;Yes;http://wordart.com/go?word=taylor
HOMES;1;Random;Random;Random;Yes;http://wordart.com/go?word=homes
SOUTHSIDE;1;Random;Random;Random;Yes;http://wordart.com/go?word=southside
CHIRAQ;1;Random;Random;Random;Yes;http://wordart.com/go?word=chiraq
TERROR;1;Random;Random;Random;Yes;http://wordart.com/go?word=terror
DOME;1;Random;Random;Random;Yes;http://wordart.com/go?word=dome
DROVE;1;Random;Random;Random;Yes;http://wordart.com/go?word=drove
CALIFORNIA;1;Random;Random;Random;Yes;http://wordart.com/go?word=california
COLLEGE;1;Random;Random;Random;Yes;http://wordart.com/go?word=college
NINE;1;Random;Random;Random;Yes;http://wordart.com/go?word=nine
CADILLAC;1;Random;Random;Random;Yes;http://wordart.com/go?word=cadillac
SEVILLE;1;Random;Random;Random;Yes;http://wordart.com/go?word=seville
WEEKENDS;1;Random;Random;Random;Yes;http://wordart.com/go?word=weekends
THREE;1;Random;Random;Random;Yes;http://wordart.com/go?word=three
SPECIAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=special
SHIRT;1;Random;Random;Random;Yes;http://wordart.com/go?word=shirt
PLANNED;1;Random;Random;Random;Yes;http://wordart.com/go?word=planned
ROB;1;Random;Random;Random;Yes;http://wordart.com/go?word=rob
AFFILIATION;1;Random;Random;Random;Yes;http://wordart.com/go?word=affiliation
REALLY;1;Random;Random;Random;Yes;http://wordart.com/go?word=really
GEARS;1;Random;Random;Random;Yes;http://wordart.com/go?word=gears
DEVILISH;1;Random;Random;Random;Yes;http://wordart.com/go?word=devilish
WORKS;1;Random;Random;Random;Yes;http://wordart.com/go?word=works
KILLIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=killin'
INTELLIGENT;1;Random;Random;Random;Yes;http://wordart.com/go?word=intelligent
FELONIOUS;1;Random;Random;Random;Yes;http://wordart.com/go?word=felonious
PREVALENT;1;Random;Random;Random;Yes;http://wordart.com/go?word=prevalent
PROPOSITION;1;Random;Random;Random;Yes;http://wordart.com/go?word=proposition
'S;1;Random;Random;Random;Yes;http://wordart.com/go?word='s
AWARE;1;Random;Random;Random;Yes;http://wordart.com/go?word=aware
ROBBED;1;Random;Random;Random;Yes;http://wordart.com/go?word=robbed
SHOT;1;Random;Random;Random;Yes;http://wordart.com/go?word=shot
CUSTOMER;1;Random;Random;Random;Yes;http://wordart.com/go?word=customer
FIGURED;1;Random;Random;Random;Yes;http://wordart.com/go?word=figured
NIGGAS';1;Random;Random;Random;Yes;http://wordart.com/go?word=niggas'
POSTED;1;Random;Random;Random;Yes;http://wordart.com/go?word=posted
BISCUITS;1;Random;Random;Random;Yes;http://wordart.com/go?word=biscuits
LIKED;1;Random;Random;Random;Yes;http://wordart.com/go?word=liked
SURVIVE;1;Random;Random;Random;Yes;http://wordart.com/go?word=survive
ATTENTION;1;Random;Random;Random;Yes;http://wordart.com/go?word=attention
DECISION;1;Random;Random;Random;Yes;http://wordart.com/go?word=decision
CHANGED;1;Random;Random;Random;Yes;http://wordart.com/go?word=changed
MANIFEST;1;Random;Random;Random;Yes;http://wordart.com/go?word=manifest
KARMA;1;Random;Random;Random;Yes;http://wordart.com/go?word=karma
RANDOM;1;Random;Random;Random;Yes;http://wordart.com/go?word=random
PREDICAMENTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=predicaments
CHOICES;1;Random;Random;Random;Yes;http://wordart.com/go?word=choices
RECORDING;1;Random;Random;Random;Yes;http://wordart.com/go?word=recording
STUDIOS;1;Random;Random;Random;Yes;http://wordart.com/go?word=studios
BENEFITS;1;Random;Random;Random;Yes;http://wordart.com/go?word=benefits
REMINDIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=remindin'
INCIDENT;1;Random;Random;Random;Yes;http://wordart.com/go?word=incident
WHOEVER;1;Random;Random;Random;Yes;http://wordart.com/go?word=whoever
COINCIDENCE;1;Random;Random;Random;Yes;http://wordart.com/go?word=coincidence
DAWG;1;Random;Random;Random;Yes;http://wordart.com/go?word=dawg
SERVIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=servin'
GUNFIGHT;1;Random;Random;Random;Yes;http://wordart.com/go?word=gunfight
CRIED;1;Random;Random;Random;Yes;http://wordart.com/go?word=cried
VIBE;1;Random;Random;Random;Yes;http://wordart.com/go?word=vibe
STOMPED;1;Random;Random;Random;Yes;http://wordart.com/go?word=stomped
COMMISSARY;1;Random;Random;Random;Yes;http://wordart.com/go?word=commissary
COMMAS;1;Random;Random;Random;Yes;http://wordart.com/go?word=commas
GRANDMAS;1;Random;Random;Random;Yes;http://wordart.com/go?word=grandmas
THIRTY;1;Random;Random;Random;Yes;http://wordart.com/go?word=thirty
FEDS;1;Random;Random;Random;Yes;http://wordart.com/go?word=feds
AUNTIE;1;Random;Random;Random;Yes;http://wordart.com/go?word=auntie
TELEGRAM;1;Random;Random;Random;Yes;http://wordart.com/go?word=telegram
CAUTIOUS;1;Random;Random;Random;Yes;http://wordart.com/go?word=cautious
TAM'S;1;Random;Random;Random;Yes;http://wordart.com/go?word=tam's
STOCKTON;1;Random;Random;Random;Yes;http://wordart.com/go?word=stockton
BROKE;1;Random;Random;Random;Yes;http://wordart.com/go?word=broke
MAINEY;1;Random;Random;Random;Yes;http://wordart.com/go?word=mainey
ALLERGIC;1;Random;Random;Random;Yes;http://wordart.com/go?word=allergic
IMAGINARY;1;Random;Random;Random;Yes;http://wordart.com/go?word=imaginary
FIGURES;1;Random;Random;Random;Yes;http://wordart.com/go?word=figures
HO;1;Random;Random;Random;Yes;http://wordart.com/go?word=ho
SLIMMER;1;Random;Random;Random;Yes;http://wordart.com/go?word=slimmer
FIGURE;1;Random;Random;Random;Yes;http://wordart.com/go?word=figure
DIGITAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=digital
PHYSICAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=physical
BUNCH;1;Random;Random;Random;Yes;http://wordart.com/go?word=bunch
CRIMINALS;1;Random;Random;Random;Yes;http://wordart.com/go?word=criminals
CALLS;1;Random;Random;Random;Yes;http://wordart.com/go?word=calls
FLY;1;Random;Random;Random;Yes;http://wordart.com/go?word=fly
RELOCATE;1;Random;Random;Random;Yes;http://wordart.com/go?word=relocate
CHECKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=checkin'
HEAVY;1;Random;Random;Random;Yes;http://wordart.com/go?word=heavy
READY;1;Random;Random;Random;Yes;http://wordart.com/go?word=ready
SPREAD;1;Random;Random;Random;Yes;http://wordart.com/go?word=spread
MAKIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=makin'
MISTAKE;1;Random;Random;Random;Yes;http://wordart.com/go?word=mistake
LANDSLIDE;1;Random;Random;Random;Yes;http://wordart.com/go?word=landslide
RACES;1;Random;Random;Random;Yes;http://wordart.com/go?word=races
THIS'LL;1;Random;Random;Random;Yes;http://wordart.com/go?word=this'll
TIE;1;Random;Random;Random;Yes;http://wordart.com/go?word=tie
LACES;1;Random;Random;Random;Yes;http://wordart.com/go?word=laces
CAREERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=careers
PATIENT;1;Random;Random;Random;Yes;http://wordart.com/go?word=patient
MR;1;Random;Random;Random;Yes;http://wordart.com/go?word=mr
CUBA;1;Random;Random;Random;Yes;http://wordart.com/go?word=cuba
OPTION;1;Random;Random;Random;Yes;http://wordart.com/go?word=option
DAMNED;1;Random;Random;Random;Yes;http://wordart.com/go?word=damned
FRONTLINE;1;Random;Random;Random;Yes;http://wordart.com/go?word=frontline
FREEWAY;1;Random;Random;Random;Yes;http://wordart.com/go?word=freeway
RECEIPT;1;Random;Random;Random;Yes;http://wordart.com/go?word=receipt
SQUEAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=squeal
ENVY;1;Random;Random;Random;Yes;http://wordart.com/go?word=envy
JEALOUSY;1;Random;Random;Random;Yes;http://wordart.com/go?word=jealousy
ROCKS;1;Random;Random;Random;Yes;http://wordart.com/go?word=rocks
TRY;1;Random;Random;Random;Yes;http://wordart.com/go?word=try
HIDE;1;Random;Random;Random;Yes;http://wordart.com/go?word=hide
CANDYMAN;1;Random;Random;Random;Yes;http://wordart.com/go?word=candyman
ADVISED;1;Random;Random;Random;Yes;http://wordart.com/go?word=advised
LP;1;Random;Random;Random;Yes;http://wordart.com/go?word=lp
TRIED;1;Random;Random;Random;Yes;http://wordart.com/go?word=tried
LIFT;1;Random;Random;Random;Yes;http://wordart.com/go?word=lift
DIFFERENCE;1;Random;Random;Random;Yes;http://wordart.com/go?word=difference
BETWEEN;1;Random;Random;Random;Yes;http://wordart.com/go?word=between
WACK;1;Random;Random;Random;Yes;http://wordart.com/go?word=wack
WORLD'S;1;Random;Random;Random;Yes;http://wordart.com/go?word=world's
KID;1;Random;Random;Random;Yes;http://wordart.com/go?word=kid
CAPRI;1;Random;Random;Random;Yes;http://wordart.com/go?word=capri
PARADISE;1;Random;Random;Random;Yes;http://wordart.com/go?word=paradise
GIVIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=givin'
SHALL;1;Random;Random;Random;Yes;http://wordart.com/go?word=shall
SMITE;1;Random;Random;Random;Yes;http://wordart.com/go?word=smite
MADNESS;1;Random;Random;Random;Yes;http://wordart.com/go?word=madness
BLINDNESS;1;Random;Random;Random;Yes;http://wordart.com/go?word=blindness
ASTONISHMENT;1;Random;Random;Random;Yes;http://wordart.com/go?word=astonishment
FINALLY;1;Random;Random;Random;Yes;http://wordart.com/go?word=finally
MEMO;1;Random;Random;Random;Yes;http://wordart.com/go?word=memo
CARRY;1;Random;Random;Random;Yes;http://wordart.com/go?word=carry
BURDENS;1;Random;Random;Random;Yes;http://wordart.com/go?word=burdens
BLEED;1;Random;Random;Random;Yes;http://wordart.com/go?word=bleed
STONE;1;Random;Random;Random;Yes;http://wordart.com/go?word=stone
THROWN;1;Random;Random;Random;Yes;http://wordart.com/go?word=thrown
RESTIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=restin'
BURN;1;Random;Random;Random;Yes;http://wordart.com/go?word=burn
MUH'FUCKA;1;Random;Random;Random;Yes;http://wordart.com/go?word=muh'fucka
STOLE;1;Random;Random;Random;Yes;http://wordart.com/go?word=stole
GAME;1;Random;Random;Random;Yes;http://wordart.com/go?word=game
TEARS;1;Random;Random;Random;Yes;http://wordart.com/go?word=tears
PRENTICE;1;Random;Random;Random;Yes;http://wordart.com/go?word=prentice
LIL;1;Random;Random;Random;Yes;http://wordart.com/go?word=lil
HOMEWORK;1;Random;Random;Random;Yes;http://wordart.com/go?word=homework
FINISHED;1;Random;Random;Random;Yes;http://wordart.com/go?word=finished
TEACHERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=teachers
BITCHIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=bitchin'
CLASS;1;Random;Random;Random;Yes;http://wordart.com/go?word=class
PIZZA;1;Random;Random;Random;Yes;http://wordart.com/go?word=pizza
WASTED;1;Random;Random;Random;Yes;http://wordart.com/go?word=wasted
JORDANS;1;Random;Random;Random;Yes;http://wordart.com/go?word=jordans
DIRTY;1;Random;Random;Random;Yes;http://wordart.com/go?word=dirty
HUMPIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=humpin'
KEISHA'S;1;Random;Random;Random;Yes;http://wordart.com/go?word=keisha's
DAUGHTER;1;Random;Random;Random;Yes;http://wordart.com/go?word=daughter
THIN;1;Random;Random;Random;Yes;http://wordart.com/go?word=thin
BUKU;1;Random;Random;Random;Yes;http://wordart.com/go?word=buku
PAYMENTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=payments
COUNTY;1;Random;Random;Random;Yes;http://wordart.com/go?word=county
BUILDING'S;1;Random;Random;Random;Yes;http://wordart.com/go?word=building's
FOOD;1;Random;Random;Random;Yes;http://wordart.com/go?word=food
STAMPS;1;Random;Random;Random;Yes;http://wordart.com/go?word=stamps
SOCIAL;1;Random;Random;Random;Yes;http://wordart.com/go?word=social
WORKERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=workers
ANONYMOUS;1;Random;Random;Random;Yes;http://wordart.com/go?word=anonymous
CANDY;1;Random;Random;Random;Yes;http://wordart.com/go?word=candy
COLORS;1;Random;Random;Random;Yes;http://wordart.com/go?word=colors
STANDIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=standin'
DEMARCUS;1;Random;Random;Random;Yes;http://wordart.com/go?word=demarcus
SNITCHIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=snitchin'
FALSED;1;Random;Random;Random;Yes;http://wordart.com/go?word=falsed
ACCUSED;1;Random;Random;Random;Yes;http://wordart.com/go?word=accused
HOOD;1;Random;Random;Random;Yes;http://wordart.com/go?word=hood
PRESSIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=pressin'
SMOKERS;1;Random;Random;Random;Yes;http://wordart.com/go?word=smokers
BATS;1;Random;Random;Random;Yes;http://wordart.com/go?word=bats
BLUE;1;Random;Random;Random;Yes;http://wordart.com/go?word=blue
BADGES;1;Random;Random;Random;Yes;http://wordart.com/go?word=badges
SLAMMED;1;Random;Random;Random;Yes;http://wordart.com/go?word=slammed
WHITE;1;Random;Random;Random;Yes;http://wordart.com/go?word=white
PAINT;1;Random;Random;Random;Yes;http://wordart.com/go?word=paint
BONES;1;Random;Random;Random;Yes;http://wordart.com/go?word=bones
SNAPPIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=snappin'
PANIC;1;Random;Random;Random;Yes;http://wordart.com/go?word=panic
LAX;1;Random;Random;Random;Yes;http://wordart.com/go?word=lax
MOVIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=movin'
APARTMENTS;1;Random;Random;Random;Yes;http://wordart.com/go?word=apartments
DEFUSE;1;Random;Random;Random;Yes;http://wordart.com/go?word=defuse
ARGUIN';1;Random;Random;Random;Yes;http://wordart.com/go?word=arguin'
WORRIES;1;Random;Random;Random;Yes;http://wordart.com/go?word=worries
HURRY;1;Random;Random;Random;Yes;http://wordart.com/go?word=hurry
